# MEAN_SAMPLE_SIZE = 26052
# TOTAL_GENES = 16076
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster421     COVAR   16076       4.4276    0.0070619       4.3775      0.15591
Cluster422     COVAR   16076       7.2864     0.009365       5.6203     0.097423
Cluster423     COVAR   16076       16.268     0.018123       6.3791     0.005388
Cluster424     COVAR   16076       10.577     0.012308       6.0239     0.039577
Cluster425     COVAR   16076       12.868     0.015905       5.6482     0.011364
Cluster426     COVAR   16076       10.401      0.01156       6.4038     0.052182
Cluster427     COVAR   16076       5.6881    0.0075071       5.4273      0.14732
Cluster428     COVAR   16076       1.9128    0.0024577       5.5762      0.36579
Cluster429     COVAR   16076      -3.1952   -0.0048163       4.6589      0.75358
Cluster43      COVAR   16076     -0.31014  -0.00093335       2.1878      0.55636
Cluster430     COVAR   16076       3.2574    0.0052519       4.4642       0.2328
Cluster431     COVAR   16076       2.2897    0.0063276       2.5813      0.18753
Cluster432     COVAR   16076     -0.26841  -0.00096457       2.1054      0.55072
Cluster433     COVAR   16076       2.0048    0.0040457        3.467      0.28155
Cluster434     COVAR   16076       7.3917     0.012882        4.028     0.033257
Cluster435     COVAR   16076       6.2036     0.014041       2.9857     0.018874
Cluster436     COVAR   16076       5.5176    0.0093185       4.0729     0.087766
Cluster437     COVAR   16076       6.3047     0.010879       4.0389     0.059274
Cluster438     COVAR   16076       5.9999     0.010118        4.218     0.077457
Cluster439     COVAR   16076       8.0698     0.014746       3.8217     0.017371
Cluster44      COVAR   16076     -0.45521   -0.0015834       1.9109      0.59414
Cluster440     COVAR   16076       8.5705     0.013367       4.5466     0.029724
Cluster441     COVAR   16076       8.3689     0.013271       4.4783     0.030839
Cluster442     COVAR   16076        5.581    0.0094806       4.2359      0.09384
Cluster443     COVAR   16076       4.3986    0.0081976        3.689      0.11657
Cluster444     COVAR   16076       1.1867    0.0023404       3.5291      0.36833
Cluster445     COVAR   16076      -1.9667   -0.0051032       2.6565      0.77044
Cluster446     COVAR   16076      -2.2047   -0.0045884       3.4204       0.7404
Cluster447     COVAR   16076       -2.346   -0.0046168       3.6431      0.74019
Cluster448     COVAR   16076    -0.014853  -4.2271e-05       2.4115      0.50246
Cluster449     COVAR   16076       0.7543     0.001461       3.6487      0.41811
Cluster45      COVAR   16076     -0.54985   -0.0020688       1.7767      0.62152
Cluster450     COVAR   16076       1.5988     0.003416       3.3807      0.31815
Cluster451     COVAR   16076        4.477    0.0092246       3.4814      0.09924
Cluster452     COVAR   16076      -2.5372   -0.0057003       3.0793      0.79501
Cluster453     COVAR   16076       1.5029    0.0032817       3.2696      0.32288
Cluster454     COVAR   16076     -0.19608   -0.0003401       4.1283      0.51894
Cluster455     COVAR   16076     -0.37044   -0.0007401        3.481      0.54237
Cluster456     COVAR   16076       5.9035    0.0087794       4.6457      0.10192
Cluster457     COVAR   16076      0.23007   0.00041139       3.9132      0.47656
Cluster458     COVAR   16076       8.7047     0.017982       3.4089     0.005337
Cluster459     COVAR   16076       8.0701     0.014704       3.9358     0.020171
Cluster46      COVAR   16076     -0.55461   -0.0018728       1.9889      0.60982
Cluster460     COVAR   16076        -1.89    -0.011829       1.3423      0.92043
Cluster47      COVAR   16076      -1.7179    -0.005584       2.0749      0.79615
Cluster48      COVAR   16076      0.41159    0.0016512       1.6866       0.4036
Cluster49      COVAR   16076     -0.25093  -0.00093985       1.7825      0.55598
Cluster5       COVAR   16076     -0.85991   -0.0067348      0.86757      0.83919
Cluster50      COVAR   16076      0.83265     0.004105       1.3806      0.27322
Cluster51      COVAR   16076       1.5125    0.0068721       1.5871       0.1703
Cluster52      COVAR   16076      0.13422   0.00045784       2.0409      0.47378
Cluster53      COVAR   16076     -0.15567  -0.00054617       1.9784      0.53136
Cluster54      COVAR   16076     -0.63193   -0.0019175       2.3001      0.60824
Cluster55      COVAR   16076     -0.23822  -0.00079135        2.117       0.5448
Cluster56      COVAR   16076      -1.2543    -0.003339       2.6117      0.68448
Cluster57      COVAR   16076     -0.30183  -0.00092975       2.2699      0.55289
Cluster58      COVAR   16076      0.36192    0.0013065       1.9654      0.42695
Cluster59      COVAR   16076     -0.63284   -0.0026118       1.7048      0.64475
Cluster6       COVAR   16076     -0.43508   -0.0030382      0.97681      0.67198
Cluster60      COVAR   16076      -2.1248   -0.0077845       1.9184      0.86596
Cluster61      COVAR   16076      -1.2744   -0.0051743       1.7586      0.76567
Cluster62      COVAR   16076      -1.7843   -0.0068362       1.8486      0.83277
Cluster63      COVAR   16076      -1.0106   -0.0042417       1.6697       0.7275
Cluster64      COVAR   16076      -1.7282   -0.0085419       1.3744      0.89569
Cluster65      COVAR   16076     -0.79338   -0.0032439       1.6382      0.68591
Cluster66      COVAR   16076    -0.028229  -0.00019035      0.98754       0.5114
Cluster67      COVAR   16076      0.10217   0.00058807       1.1489      0.46457
Cluster68      COVAR   16076      0.99746    0.0074414      0.89458      0.13243
Cluster69      COVAR   16076    -0.079439  -0.00048518       1.0709      0.52956
Cluster7       COVAR   16076     -0.87741   -0.0063611      0.92431      0.82875
Cluster70      COVAR   16076     -0.42141    -0.002119       1.2924      0.62781
Cluster71      COVAR   16076    -0.051856  -0.00026059        1.318      0.51569
Cluster72      COVAR   16076      0.36549    0.0017229       1.4105      0.39778
Cluster73      COVAR   16076     -0.48895   -0.0024034       1.3507      0.64132
Cluster74      COVAR   16076     -0.72502   -0.0034509       1.3899      0.69903
Cluster75      COVAR   16076     -0.26444  -0.00096095       1.8114      0.55803
Cluster76      COVAR   16076      -2.0481   -0.0087052       1.5298      0.90967
Cluster77      COVAR   16076      -1.3162   -0.0059606        1.476      0.81372
Cluster78      COVAR   16076      -1.0718   -0.0047585       1.4877      0.76436
Cluster79      COVAR   16076      -0.9813   -0.0043551       1.4855      0.74555
Cluster8       COVAR   16076     -0.17035   -0.0011096       1.0461      0.56468
Cluster80      COVAR   16076     -0.60194    -0.002652       1.4987      0.65603
Cluster81      COVAR   16076      -0.8658   -0.0037541       1.5318      0.71404
Cluster82      COVAR   16076      -1.0378   -0.0054454       1.2712      0.79285
Cluster83      COVAR   16076       4.5006    0.0090422       3.3668     0.090662
Cluster84      COVAR   16076       1.6352    0.0027298       4.2589      0.35051
Cluster85      COVAR   16076       4.3271    0.0072622       4.0308      0.14153
Cluster86      COVAR   16076       3.1708    0.0053062       4.1509      0.22248
Cluster87      COVAR   16076       1.7994     0.003409       3.7432      0.31537
Cluster88      COVAR   16076       7.8176     0.012713       4.3057     0.034724
Cluster89      COVAR   16076       3.9865    0.0067749       4.2138      0.17207
Cluster9       COVAR   16076     -0.14663   -0.0010516      0.94338      0.56176
Cluster90      COVAR   16076       8.3187     0.014237       4.1483     0.022474
Cluster91      COVAR   16076       3.1942    0.0057773       3.8504       0.2034
Cluster92      COVAR   16076       2.0086     0.003217       4.4857      0.32716
Cluster93      COVAR   16076       2.9159    0.0044853        4.634       0.2646
Cluster94      COVAR   16076       6.6352     0.010479       4.5615     0.072899
Cluster95      COVAR   16076     -0.62242   -0.0012038       3.6374      0.56793
Cluster96      COVAR   16076     -0.29874  -0.00065834       3.0685      0.53878
Cluster97      COVAR   16076      0.72461     0.001644       2.9748      0.40378
Cluster98      COVAR   16076       7.3591     0.012919       4.2026     0.039978
Cluster99      COVAR   16076      0.87186    0.0016059       3.8917      0.41137
