# MEAN_SAMPLE_SIZE = 26052
# TOTAL_GENES = 16076
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE        TYPE  NGENES         BETA     BETA_STD           SE            P
Cluster423     COVAR   16076        6.018    0.0067041       6.7326      0.18571
Cluster424     COVAR   16076       13.619     0.015849       6.3514     0.016018
Cluster425     COVAR   16076       14.087     0.017411       5.9662    0.0091183
Cluster426     COVAR   16076      0.88123   0.00097942       6.7513      0.44808
Cluster427     COVAR   16076      -5.4395    -0.007179       5.7153      0.82938
Cluster428     COVAR   16076       2.0896    0.0026848       5.8933      0.36146
Cluster429     COVAR   16076       5.9953    0.0090369       4.9192      0.11148
Cluster43      COVAR   16076       1.7401    0.0052367       2.3066      0.22531
Cluster430     COVAR   16076      -8.3912    -0.013529        4.713      0.96249
Cluster431     COVAR   16076       2.1254    0.0058734       2.6943      0.21511
Cluster432     COVAR   16076      -2.3263   -0.0083598       2.2117      0.85354
Cluster433     COVAR   16076       1.0069     0.002032       3.6632      0.39171
Cluster434     COVAR   16076       1.8406    0.0032079        4.257      0.33274
Cluster435     COVAR   16076       2.7073    0.0061274       3.1762      0.19701
Cluster436     COVAR   16076        2.548    0.0043033       4.3011      0.27679
Cluster437     COVAR   16076       5.0032    0.0086336       4.2127       0.1175
Cluster438     COVAR   16076       5.4446    0.0091816       4.4582        0.111
Cluster439     COVAR   16076       10.215     0.018667       4.0373    0.0057054
Cluster44      COVAR   16076     -0.40826   -0.0014201       2.0149      0.58028
Cluster440     COVAR   16076        8.308     0.012957       4.8041     0.041883
Cluster441     COVAR   16076       6.1067    0.0096837       4.7346     0.098572
Cluster442     COVAR   16076       6.0218     0.010229       4.4793     0.089429
Cluster443     COVAR   16076       3.3772     0.006294       3.8982      0.19316
Cluster444     COVAR   16076       1.2563    0.0024775       3.7293      0.36811
Cluster445     COVAR   16076       2.6063    0.0067628       2.8209      0.17778
Cluster446     COVAR   16076        0.144    0.0002997       3.6147      0.48411
Cluster447     COVAR   16076       1.4059    0.0027667       3.8555      0.35769
Cluster448     COVAR   16076    -0.021386  -6.0863e-05       2.4827      0.50344
Cluster449     COVAR   16076       1.1902    0.0023054       3.8591      0.37888
Cluster45      COVAR   16076      0.79141    0.0029777       1.8723      0.33626
Cluster450     COVAR   16076      0.95657    0.0020439        3.568      0.39431
Cluster451     COVAR   16076       1.7382    0.0035815       3.6777      0.31824
Cluster452     COVAR   16076      0.24222   0.00054418       3.2524      0.47032
Cluster453     COVAR   16076      0.46839    0.0010228       3.4604      0.44617
Cluster454     COVAR   16076      -1.1077   -0.0019212       4.3542       0.6004
Cluster455     COVAR   16076     -0.72954   -0.0014576       3.6775      0.57862
Cluster456     COVAR   16076      0.99131    0.0014742       4.9108      0.42001
Cluster457     COVAR   16076       1.9092    0.0034137       4.1349      0.32214
Cluster458     COVAR   16076       1.9414    0.0040105       3.6013      0.29491
Cluster459     COVAR   16076      0.67649    0.0012326       4.1554      0.43534
Cluster46      COVAR   16076       1.2285    0.0041483       2.0999      0.27928
Cluster460     COVAR   16076     -0.35942   -0.0022495       1.4211      0.59983
Cluster47      COVAR   16076      0.53599    0.0017422       2.1881      0.40324
Cluster48      COVAR   16076      0.18384   0.00073751       1.7858        0.459
Cluster49      COVAR   16076       0.0121   4.5319e-05       1.8782      0.49743
Cluster5       COVAR   16076     -0.82961   -0.0064975      0.91782      0.81697
Cluster50      COVAR   16076      0.21837    0.0010766       1.4608      0.44059
Cluster51      COVAR   16076       2.9148     0.013244        1.674     0.040834
Cluster52      COVAR   16076       4.9032     0.016726        2.157     0.011517
Cluster53      COVAR   16076       4.9917     0.017513       2.0909    0.0084928
Cluster54      COVAR   16076       5.8649     0.017797       2.4282    0.0078672
Cluster55      COVAR   16076       4.0464     0.013442       2.2387     0.035356
Cluster56      COVAR   16076       5.8675     0.015619       2.7557     0.016625
Cluster57      COVAR   16076       4.5103     0.013893       2.3982     0.030019
Cluster58      COVAR   16076       4.3192     0.015592       2.0775     0.018816
Cluster59      COVAR   16076       2.3409    0.0096611       1.7975     0.096413
Cluster6       COVAR   16076     -0.18346   -0.0012812       1.0332      0.57047
Cluster60      COVAR   16076       4.2116      0.01543       2.0235     0.018709
Cluster61      COVAR   16076       2.9821     0.012108       1.8573     0.054189
Cluster62      COVAR   16076        3.688      0.01413       1.9546     0.029599
Cluster63      COVAR   16076       2.8058     0.011776       1.7664     0.056105
Cluster64      COVAR   16076       2.9412     0.014538       1.4517      0.02139
Cluster65      COVAR   16076     -0.58311   -0.0023841       1.7304      0.63193
Cluster66      COVAR   16076     -0.17621   -0.0011882       1.0414      0.56718
Cluster67      COVAR   16076     -0.97696    -0.005623       1.2096      0.79036
Cluster68      COVAR   16076     -0.64112    -0.004783      0.94194      0.75195
Cluster69      COVAR   16076     -0.43549   -0.0026598       1.1282      0.65025
Cluster7       COVAR   16076      -0.2712   -0.0019662      0.97779      0.60925
Cluster70      COVAR   16076      -1.1406   -0.0057351       1.3617      0.79887
Cluster71      COVAR   16076      -1.6219   -0.0081505       1.3888      0.87857
Cluster72      COVAR   16076     -0.20055  -0.00094541       1.4858      0.55369
Cluster73      COVAR   16076     -0.55785   -0.0027421       1.4221      0.65257
Cluster74      COVAR   16076     -0.04067  -0.00019358       1.4655      0.51107
Cluster75      COVAR   16076      0.45677    0.0016599       1.9135      0.40567
Cluster76      COVAR   16076       1.2803    0.0054418       1.6153      0.21402
Cluster77      COVAR   16076     -0.28171   -0.0012757       1.5592      0.57169
Cluster78      COVAR   16076       0.6873    0.0030515       1.5722        0.331
Cluster79      COVAR   16076       1.3677    0.0060701       1.5685      0.19162
Cluster8       COVAR   16076     -0.42756    -0.002785       1.1067      0.65038
Cluster80      COVAR   16076      0.66022    0.0029087       1.5826      0.33827
Cluster81      COVAR   16076      0.29671    0.0012865       1.6166      0.42719
Cluster82      COVAR   16076     0.017267   9.0602e-05       1.3428      0.49487
Cluster83      COVAR   16076       -2.951   -0.0059288       3.5564      0.79666
Cluster84      COVAR   16076      -5.6699   -0.0094654        4.522      0.89504
Cluster85      COVAR   16076      -6.0809    -0.010205         4.26      0.92326
Cluster86      COVAR   16076      -2.9959   -0.0050135       4.3596      0.75401
Cluster87      COVAR   16076      -5.5902    -0.010591        3.953      0.92133
Cluster88      COVAR   16076      -8.5187    -0.013853       4.5405      0.96967
Cluster89      COVAR   16076      -2.1788   -0.0037028       4.4491      0.68783
Cluster9       COVAR   16076     -0.53312   -0.0038233      0.99801      0.70339
Cluster90      COVAR   16076      -2.6766   -0.0045808       4.3861      0.72915
Cluster91      COVAR   16076       -6.088    -0.011011       4.0667       0.9328
Cluster92      COVAR   16076       -4.706   -0.0075371       4.7426      0.83946
Cluster93      COVAR   16076      -6.0782   -0.0093498       4.9012      0.89252
Cluster94      COVAR   16076        -9.66    -0.015256       4.8101      0.97768
Cluster95      COVAR   16076     -0.31646  -0.00061204       3.8513      0.53274
Cluster96      COVAR   16076      0.81482    0.0017957       3.2697       0.4016
Cluster97      COVAR   16076      -9.4204    -0.021373       3.1503       0.9986
Cluster98      COVAR   16076      -5.7421     -0.01008       4.4456      0.90175
Cluster99      COVAR   16076      -8.9248    -0.016439       4.0727      0.98578
