# MEAN_SAMPLE_SIZE = 57513
# TOTAL_GENES = 16333
# TEST_DIRECTION = one-sided, positive (set), one-sided, positive (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE        TYPE  MODEL  NGENES         BETA     BETA_STD           SE            P
Cluster140     COVAR   1139   16333       33.157     0.045748       6.9586   9.5508e-07
Cluster265     COVAR   1139   16333       26.933     0.041571       6.3046   9.7595e-06
Cluster140     COVAR   1140   16333       33.738      0.04655       6.9223   5.5384e-07
Cluster266     COVAR   1140   16333       30.218     0.044139       6.4003   1.1833e-06
Cluster140     COVAR   1141   16333       33.585      0.04634       6.9452   6.7077e-07
Cluster267     COVAR   1141   16333       28.474     0.041006       6.7699   1.3084e-05
Cluster140     COVAR   1142   16333       33.388     0.046067       6.9571   8.0574e-07
Cluster268     COVAR   1142   16333       26.908     0.039875       6.5439   1.9743e-05
Cluster140     COVAR   1143   16333       31.599     0.043598       6.9706   2.9312e-06
Cluster269     COVAR   1143   16333       38.471      0.05079       7.3446   8.2421e-08
Cluster140     COVAR   1144   16333       31.228     0.043087       6.9671   3.7252e-06
Cluster270     COVAR   1144   16333       36.227     0.054706       6.4711   1.1038e-08
Cluster140     COVAR   1145   16333       31.536     0.043512       6.9797    3.145e-06
Cluster271     COVAR   1145   16333       34.698      0.04983       6.8141   1.7948e-07
Cluster140     COVAR   1146   16333       34.382     0.047439       6.9157   3.3616e-07
Cluster272     COVAR   1146   16333       23.521     0.042529       5.4729   8.6876e-06
Cluster140     COVAR   1147   16333        31.14     0.042966       6.9451    3.698e-06
Cluster273     COVAR   1147   16333       45.932     0.061407       7.3223   1.8281e-10
Cluster140     COVAR   1148   16333       32.281      0.04454       6.9725   1.8478e-06
Cluster274     COVAR   1148   16333       31.346     0.045758       6.6984   1.4514e-06
Cluster140     COVAR   1149   16333        32.57     0.044938        6.939   1.3552e-06
Cluster275     COVAR   1149   16333       34.144     0.051297        6.488   7.2144e-08
Cluster140     COVAR   1150   16333       33.902     0.046777       6.9492   5.4063e-07
Cluster277     COVAR   1150   16333        22.84     0.036014       5.9502   6.2186e-05
Cluster140     COVAR   1151   16333       31.453     0.043397       6.9226   2.7912e-06
Cluster278     COVAR   1151   16333       44.296     0.064347       6.4865   4.4636e-12
Cluster140     COVAR   1152   16333       35.663     0.049206       6.8986     1.19e-07
Cluster279     COVAR   1152   16333       21.068     0.032847       6.0457   0.00024706
Cluster140     COVAR   1153   16333        30.58     0.042193       6.9399   5.2976e-06
Cluster280     COVAR   1153   16333       46.775     0.065316       6.7837    2.811e-12
Cluster140     COVAR   1154   16333       36.078     0.049779       6.8852    8.155e-08
Cluster281     COVAR   1154   16333       19.142     0.035455       5.2733   0.00014225
Cluster140     COVAR   1155   16333        34.78     0.047988       6.9039    2.387e-07
Cluster282     COVAR   1155   16333       21.015     0.040768       4.8515    7.452e-06
Cluster140     COVAR   1156   16333       31.048     0.042839       6.9633   4.1543e-06
Cluster283     COVAR   1156   16333       41.018     0.055992       7.0381   2.8719e-09
Cluster140     COVAR   1157   16333       33.325     0.045981        6.927   7.5952e-07
Cluster284     COVAR   1157   16333       31.925      0.04647       6.4365   3.5683e-07
Cluster140     COVAR   1158   16333       35.154     0.048503       6.9232   1.9366e-07
Cluster285     COVAR   1158   16333       21.629     0.031178       6.6455     0.000569
Cluster140     COVAR   1159   16333       31.003     0.042776       6.9617   4.2629e-06
Cluster286     COVAR   1159   16333       40.419     0.057639       6.8478   1.8344e-09
Cluster140     COVAR   1160   16333       33.299     0.045944       6.9199   7.5527e-07
Cluster287     COVAR   1160   16333       30.484     0.050009       5.8187   8.2027e-08
Cluster140     COVAR   1161   16333        28.65      0.03953       6.9952   2.1175e-05
Cluster288     COVAR   1161   16333       47.976     0.067632       7.0928   6.9937e-12
Cluster140     COVAR   1162   16333       34.995     0.048285       6.8934   1.9469e-07
Cluster289     COVAR   1162   16333        24.84     0.043546       5.3829   1.9876e-06
Cluster140     COVAR   1163   16333       33.615     0.046381       6.9175   5.9529e-07
Cluster290     COVAR   1163   16333       30.537      0.04822       6.0815   2.5994e-07
Cluster140     COVAR   1164   16333       33.803      0.04664       6.9447   5.7188e-07
Cluster291     COVAR   1164   16333       26.517     0.038194       6.5861   2.8501e-05
Cluster140     COVAR   1165   16333        33.26      0.04589       6.9482   8.5663e-07
Cluster292     COVAR   1165   16333        28.75     0.042502       6.5084   5.0359e-06
Cluster140     COVAR   1166   16333       34.271     0.047286       6.8994    3.438e-07
Cluster293     COVAR   1166   16333       30.425     0.048999       5.9156   1.3698e-07
Cluster140     COVAR   1167   16333       32.087     0.044272        6.936   1.8805e-06
Cluster294     COVAR   1167   16333       39.426     0.055084       6.8257   3.9086e-09
Cluster140     COVAR   1168   16333       34.887     0.048135       6.8931   2.1125e-07
Cluster295     COVAR   1168   16333       26.053     0.045235       5.4641    9.399e-07
Cluster140     COVAR   1169   16333       32.332      0.04461       6.9268   1.5381e-06
Cluster296     COVAR   1169   16333       35.838     0.055487       6.0913   2.0576e-09
Cluster140     COVAR   1170   16333       35.444     0.048904       6.9154   1.5061e-07
Cluster389     COVAR   1170   16333       19.636     0.029256       6.2329   0.00081716
Cluster140     COVAR   1171   16333       35.421     0.048873       6.8821   1.3432e-07
Cluster403     COVAR   1171   16333       24.726     0.044906       5.1061   6.4848e-07
Cluster140     COVAR   1172   16333       28.933     0.039921       7.3212   3.8959e-05
Cluster404     COVAR   1172   16333       28.518     0.033065       7.9183   0.00015873
Cluster140     COVAR   1173   16333       30.806     0.042505       7.1508   8.2931e-06
Cluster405     COVAR   1173   16333       29.216     0.035234       8.0308   0.00013795
Cluster140     COVAR   1174   16333       34.594     0.047731       6.9507   3.2696e-07
Cluster407     COVAR   1174   16333       23.238     0.029822       7.2546   0.00068106
Cluster140     COVAR   1175   16333       33.877     0.046741       6.9287   5.1199e-07
Cluster423     COVAR   1175   16333       36.322     0.040389       8.2952   6.0175e-06
Cluster140     COVAR   1176   16333        33.99     0.046898       6.9324   4.7733e-07
Cluster424     COVAR   1176   16333       33.622     0.038983       8.0719   1.5645e-05
Cluster140     COVAR   1177   16333       33.359     0.046028        6.955   8.1643e-07
Cluster426     COVAR   1177   16333       35.588     0.039255        8.516   1.4738e-05
Cluster140     COVAR   1178   16333       36.147     0.049874       6.8833   7.6633e-08
Cluster427     COVAR   1178   16333       26.248     0.034388       7.1734   0.00012708
Cluster140     COVAR   1179   16333        35.89      0.04952       6.8799   9.2474e-08
Cluster428     COVAR   1179   16333       31.624      0.04046       7.2884   7.2137e-06
Cluster140     COVAR   1180   16333       36.478     0.050331       6.8791   5.7988e-08
Cluster433     COVAR   1180   16333       15.368     0.030986       4.4724   0.00029595
Cluster140     COVAR   1181   16333       35.667     0.049212       6.9089   1.2363e-07
Cluster456     COVAR   1181   16333       19.684     0.029153         6.37    0.0010023
Cluster140     COVAR   1182   16333       33.564      0.04631         7.17    1.441e-06
Cluster92      COVAR   1182   16333       13.862     0.022047       6.2982      0.01388
Cluster141     COVAR   1183   16333        30.24      0.04347       6.8363   4.8966e-06
Cluster146     COVAR   1183   16333       17.908     0.024513       7.2469    0.0067401
Cluster141     COVAR   1184   16333       26.728     0.038421       7.4322   0.00016202
Cluster149     COVAR   1184   16333       18.192     0.024553       7.8291     0.010082
Cluster141     COVAR   1185   16333       31.533     0.045328       6.6486   1.0654e-06
Cluster156     COVAR   1185   16333       23.531     0.033965       6.3954   0.00011738
Cluster141     COVAR   1186   16333       29.876     0.042946       6.8441   6.3996e-06
Cluster167     COVAR   1186   16333       15.525     0.025255       5.9035    0.0042762
Cluster141     COVAR   1187   16333       23.527      0.03382       7.2516   0.00059001
Cluster177     COVAR   1187   16333       27.048     0.037868       7.3163   0.00010953
Cluster141     COVAR   1188   16333       29.772     0.042797       6.9485    9.215e-06
Cluster178     COVAR   1188   16333         12.7     0.020408       5.6488      0.01229
Cluster141     COVAR   1189   16333       30.808     0.044285       6.7552   2.5743e-06
Cluster179     COVAR   1189   16333       16.634     0.026037       6.2727    0.0040088
Cluster141     COVAR   1190   16333       32.424     0.046608       6.6305   5.0994e-07
Cluster202     COVAR   1190   16333       18.043     0.029926       5.5435   0.00056892
Cluster141     COVAR   1191   16333       32.993     0.047426       6.6113    3.053e-07
Cluster206     COVAR   1191   16333       16.291     0.032824       4.6721   0.00024518
Cluster141     COVAR   1192   16333       28.864     0.041492       6.6887   8.0243e-06
Cluster217     COVAR   1192   16333        41.62     0.049847       8.1823    1.848e-07
Cluster141     COVAR   1193   16333       31.003     0.044567       6.6466    1.562e-06
Cluster220     COVAR   1193   16333       27.047      0.04142       6.2509   7.6175e-06
Cluster141     COVAR   1194   16333       31.924      0.04589       6.6403   7.7234e-07
Cluster223     COVAR   1194   16333       18.723     0.033114       5.3348   0.00022512
Cluster141     COVAR   1195   16333       30.242     0.043472       6.6823   3.0365e-06
Cluster224     COVAR   1195   16333       27.373     0.038744       6.7252   2.3618e-05
Cluster141     COVAR   1196   16333       31.079     0.044676       6.6341   1.4157e-06
Cluster225     COVAR   1196   16333       29.004      0.04537       6.0837    9.427e-07
Cluster141     COVAR   1197   16333       30.933     0.044465       6.6416   1.6171e-06
Cluster226     COVAR   1197   16333       31.772      0.04383       6.9112   2.1623e-06
Cluster141     COVAR   1198   16333       31.935     0.045906       6.6307   7.3988e-07
Cluster227     COVAR   1198   16333       24.611     0.036029       6.3356   5.1499e-05
Cluster141     COVAR   1199   16333       27.368     0.039342       6.7086    2.269e-05
Cluster228     COVAR   1199   16333       44.009     0.055876       7.6091   3.7372e-09
Cluster141     COVAR   1200   16333       29.799     0.042836       6.6483   3.7253e-06
Cluster229     COVAR   1200   16333       36.817     0.051121        6.682    1.829e-08
Cluster141     COVAR   1201   16333       31.256     0.044931       6.6353   1.2477e-06
Cluster230     COVAR   1201   16333       27.582      0.04133       6.1265   3.3932e-06
Cluster141     COVAR   1202   16333        28.99     0.041673       6.6671   6.9143e-06
Cluster231     COVAR   1202   16333       39.761     0.052945       7.1156   1.1723e-08
Cluster141     COVAR   1203   16333        30.57     0.043944       6.6539   2.1913e-06
Cluster232     COVAR   1203   16333       31.659     0.043008       6.9956   3.0377e-06
Cluster141     COVAR   1204   16333        29.16     0.041917       6.6554   5.9419e-06
Cluster233     COVAR   1204   16333       42.345     0.056349       7.2436   2.5801e-09
Cluster141     COVAR   1205   16333        29.52     0.042435       6.6623   4.7308e-06
Cluster234     COVAR   1205   16333       40.718     0.050431       7.7383   7.2434e-08
Cluster141     COVAR   1206   16333       32.187     0.046268       6.6221   5.9239e-07
Cluster236     COVAR   1206   16333       25.099     0.037675       6.2825    3.251e-05
Cluster141     COVAR   1207   16333       29.219     0.042001       6.6728   6.0135e-06
Cluster237     COVAR   1207   16333         38.8     0.048958        7.447    9.574e-08
Cluster141     COVAR   1208   16333       32.157     0.046225       6.6325   6.2962e-07
Cluster238     COVAR   1208   16333       23.578     0.033503       6.6993   0.00021693
Cluster141     COVAR   1209   16333        23.93     0.034399         6.76   0.00020077
Cluster239     COVAR   1209   16333       51.465     0.069073       7.3288   1.1447e-12
Cluster141     COVAR   1210   16333       27.061     0.038899       6.6915   2.6423e-05
Cluster240     COVAR   1210   16333       46.208     0.061206       7.1682   5.9373e-11
Cluster141     COVAR   1211   16333       27.781     0.039934        6.661   1.5283e-05
Cluster241     COVAR   1211   16333       45.169      0.06658       6.5751   3.3611e-12
