VARIABLE,cluster_id,cluster_name,supercluster,class_auto,neurotransmitter,top_regions,top_dissections,top_genes,n_cells,NGENES,BETA,BETA_STD,SE,P
Cluster65,65,Epen_65,Ependymal,EPEN,,"Midbrain: 28.4%, Hippocampus: 12.5%, Pons: 12.5%","Human PnEN: 10.2%, Human PAG-DR: 9.1%, Human PAG: 9.1%","DTHD1, ADGB, AC093689.1, CFAP157, AC013470.2, LMNTD1, RASSF9, TTC29, AL672167.1, MAP3K19",88,16327,0.08068,0.0003249,1.925,0.48329
Cluster223,223,EMSN_223,Eccentric medium spiny neuron,NEUR,GABA,"Basal forebrain: 74.1%, Amygdala: 12.2%, Thalamus: 9.6%","Human CaB: 31.8%, Human SEP: 12.3%, Human NAC: 10.9%","FRMD7, LINC01735, FBXL21P, CASZ1, AL445584.2, SCN5A, LECT2, CALCRL, AC022133.2, C6orf141",2239,16327,0.18436,0.00032529,4.4325,0.48341
Cluster169,169,CA13_169,Hippocampal CA1-3,NEUR,VGLUT1,"Hippocampus: 98.4%, Cerebral cortex: 1.1%, Amygdala: 0.2%","Human CA1U-CA2U-CA3U: 27.5%, Human CA1-2R: 23.6%, Human Sub: 21.0%","LINC02752, DUXAP9, TNFRSF4, ITGA4, DUXAP10, FBLN2, AL136985.3, SMIM36, RFX6, AJ009632.2",1582,16327,0.15461,0.00023961,5.1077,0.48793
Cluster6,6,Mgl_6,Microglia,MGL,,"Hippocampus: 25.1%, Basal forebrain: 15.2%, Thalamus: 11.0%","Human CA1: 7.0%, Human GPi: 6.9%, Human CA4C-DGC: 6.5%","LNCAROD, ITGAX, CD74, LINC00278, FYB1, APBB1IP, CD84, PIK3R5, HLA-DRA, C1QC",2485,16327,0.032857,0.00022838,1.1106,0.4882
Cluster27,27,Fbl_27,Fibroblast,FIB,,"Thalamus: 34.3%, Cerebral cortex: 15.0%, Pons: 13.3%","Human CM-Pf: 8.7%, Human LG: 4.4%, Human VLN: 4.3%","TBX18, COL1A2, FMO2, ITIH5, LINC02147, COL15A1, FLVCR2, COLEC12, C7, LINC02058",2056,16327,0.0151,6.91E-05,1.7157,0.49649
Cluster61,61,Astro_61,Astrocyte,ASTRO,,"Hippocampus: 47.7%, Cerebral cortex: 21.1%, Basal forebrain: 19.2%","Human CA1: 14.3%, Human Cla: 8.9%, Human CA4C-DGC: 6.7%","AC012405.1, TNC, GFAP, ID3, AC073941.1, AL627316.1, AQP4, CD38, CD44, ANGPTL4",13621,16327,0.0053207,2.16E-05,1.955,0.49891
Cluster114,114,L5ET_114,Miscellaneous,NEUR,VGLUT1,"Cerebral cortex: 98.4%, Hippocampus: 1.2%, Basal forebrain: 0.3%","Human M1C: 23.2%, Human MTG: 16.1%, Human A23: 9.7%","CSN1S1, ERG, AP003062.2, ABCB11, MMP26, MIR1-1HG-AS1, LINC02433, AC016074.2, AL021396.1, ASGR2",915,16327,-0.022302,-4.69E-05,3.7941,0.50234
Cluster349,349,Splat_349,Splatter,NEUR,GLY,"Medulla: 84.7%, Spinal cord: 12.7%, Pons: 1.7%","Human MoRF-MoEN: 42.5%, Human MoAN: 28.5%, Human MoSR: 13.7%","SLC6A5, PAX2, HOXB3, HOXD3, PAX8, LINC00540, HOXB2, HOXA3, MAB21L2, GBX2",1557,16327,-0.04815,-9.74E-05,3.9899,0.50481
Cluster7,7,Mgl_7,Microglia,MGL,,"Basal forebrain: 32.0%, Midbrain: 19.4%, Pons: 12.5%","Human GPi: 20.8%, Human SN: 10.3%, Human GPe: 9.1%","CD74, CX3CR1, APBB1IP, HLA-DRA, LNCAROD, C3, ITGAX, FYB1, DOCK8, PTPRC",34829,16327,-0.019949,-0.00014407,1.0646,0.50748
Cluster427,427,MSN_427,Medium spiny neuron,NEUR,GABA,"Amygdala: 56.6%, Hypothalamus: 19.3%, Thalamus: 14.0%","Human BNST: 46.5%, Human ANC: 13.2%, Human HTHpo: 9.9%","AC022433.1, ISL1, AC010478.1, SCML4, GPR101, GABRG1, AC096759.1, TMEM215, AC025244.1, SCN5A",3436,16327,-0.16485,-0.000216,5.9596,0.51103
Cluster337,337,Splat_337,Splatter,NEUR,GABA,"Basal forebrain: 81.9%, Midbrain: 17.6%, Hypothalamus: 0.5%","Human GPi: 53.9%, Human GPe: 26.4%, Human SN: 16.1%","ONECUT1, ASAH2, AC016044.1, LHX1-DT, KANK4, LINC00922, LINC02520, ZNF676, LHX1, MARCHF11-AS1",193,16327,-0.33131,-0.00085807,2.96,0.54456
Cluster192,192,CA4_192,Hippocampal CA4,NEUR,VGLUT1,"Hippocampus: 99.6%, Cerebral cortex: 0.4%, Amygdala: 0.0%","Human CA4C-DGC: 79.6%, Human CA1C-CA3C: 9.2%, Human DGR-CA4Rpy: 3.8%","MORC1, HLX-AS1, AL450311.1, GHSR, C16orf74, SCGN, LINC02237, AC011754.1, LINC00210, GUCA1C",1635,16327,-0.46628,-0.0011244,3.2725,0.55665
Cluster9,9,Mgl_9,Microglia,MGL,,"Cerebral cortex: 27.2%, Midbrain: 16.6%, Hippocampus: 15.0%","Human SN-RN: 8.1%, Human GPi: 5.5%, Human SN: 5.4%","AIF1, HLA-DRA, CD74, C1QC, C1QB, CX3CR1, TYROBP, CSF1R, C3, APBB1IP",5165,16327,-0.18023,-0.0012864,1.0911,0.5656
Cluster36,36,OPC_36,Oligodendrocyte precursor,OPC,,"Cerebral cortex: 33.7%, Thalamus: 12.5%, Midbrain: 11.5%","Human A35r: 20.8%, Human SpC: 8.0%, Human SN: 5.4%","AC004852.2, BX284613.2, PDGFRA, AL512308.1, VCAN, OLIG2, OLIG1, GPR17, CSPG4, FERMT1",1643,16327,-0.62008,-0.0015839,3.0632,0.58021
Cluster208,208,MSN_208,Medium spiny neuron,NEUR,GABA,"Basal forebrain: 89.6%, Amygdala: 5.6%, Cerebral cortex: 3.5%","Human CaB: 31.1%, Human NAC: 28.8%, Human GPe: 12.5%","PENK, GPR6, ADORA2A, DRD2, LINC02137, AC004551.1, SMOC2, AC107208.1, LPL, EYA1",13170,16327,-1.0321,-0.0018008,4.5857,0.58904
Cluster103,103,DLCT6b_103,Deep-layer corticothalamic and 6b,NEUR,VGLUT1,"Cerebral cortex: 62.0%, Hippocampus: 25.8%, Amygdala: 12.1%","Human MEC: 45.4%, Human LEC: 14.7%, Human CA1U-CA2U-CA3U: 11.3%","CCN2, AC092131.1, VWA2, GUCA1C, SLC15A5, ITPRID1, C12orf42, F2R, LINC01735, LINC02218",1268,16327,-0.81451,-0.0017461,3.5628,0.59041
Cluster32,32,OPC_32,Oligodendrocyte precursor,OPC,,"Hypothalamus: 54.7%, Thalamus: 16.6%, Amygdala: 8.5%","Human MN: 54.6%, Human CM-Pf: 12.1%, Human CEN: 8.3%","MROH9, VCAN-AS1, FMO6P, FMO3, BX284613.2, AL512308.1, LHFPL3-AS1, Z94057.1, AC004852.2, LINC00402",929,16327,-0.72764,-0.0021275,2.6886,0.60666
Cluster173,173,Amex_173,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Hippocampus: 55.8%, Amygdala: 36.5%, Cerebral cortex: 7.7%","Human Sub: 55.8%, Human BM: 30.5%, Human CMN: 4.7%","AC116345.1, AC016766.1, MCOLN2, AC018742.1, S100Z, WDR63, LINC00578, LINC02296, ALKAL2, LINC02015",233,16327,-1.1275,-0.0023449,3.6153,0.62243
Cluster104,104,DLCT6b_104,Deep-layer corticothalamic and 6b,NEUR,VGLUT1,"Cerebral cortex: 47.1%, Hippocampus: 34.6%, Amygdala: 18.1%","Human MEC: 31.3%, Human CA1U-CA2U-CA3U: 12.2%, Human Sub: 10.7%","AC092131.1, LINC02550, SLC15A5, CCN2, VWA2, AL663058.2, LINC00607, ADTRP, LINC02218, TRHR",1973,16327,-1.1327,-0.0024587,3.6017,0.62343
Cluster11,11,Mgl_11,Microglia,MGL,,"Cerebral cortex: 37.4%, Hippocampus: 24.2%, Thalamus: 11.1%","Human DGR-CA4Rpy: 6.3%, Human MTG: 5.7%, Human DGU-CA4Upy: 5.7%","CSF1R, CX3CR1, APBB1IP, FYB1, AL392172.1, LINC00996, LNCAROD, SYK, DOCK8, C3",20036,16327,-0.37298,-0.0024305,1.1846,0.62356
Cluster211,211,MSN_211,Medium spiny neuron,NEUR,GABA,"Basal forebrain: 85.7%, Amygdala: 6.3%, Cerebral cortex: 4.2%","Human CaB: 26.7%, Human NAC: 18.8%, Human Pu: 17.8%","AL445584.2, AL450332.1, LINC02137, TH, CA12, AC138646.1, PDYN, AC107208.1, AL139379.1, MME",9093,16327,-1.016,-0.0024261,3.2191,0.62385
Cluster105,105,DLCT6b_105,Deep-layer corticothalamic and 6b,NEUR,VGLUT1,"Cerebral cortex: 80.5%, Basal forebrain: 8.4%, Hippocampus: 7.2%","Human ACC: 11.0%, Human FI: 10.2%, Human A25: 9.1%","AL138927.1, KRT17, CCN2, AC023503.1, MDFIC, AC104689.2, SNHG31, OLFML2B, AL358335.2, LINC01680",4269,16327,-1.4048,-0.0024995,4.4337,0.62432
Cluster446,446,Thex_446,Thalamic excitatory,,VGLUT2,"Thalamus: 99.9%, Hippocampus: 0.0%, Midbrain: 0.0%","Human LG: 99.9%, Human PAG-DR: 0.0%, Human LP: 0.0%","DCDC2C, AL355612.1, LINC01491, AC092078.3, SHOX2, AC044810.3, DEFB1, LCP1, AC092078.2, PPP1R17",15148,16327,-1.3715,-0.0028271,3.7956,0.64107
Cluster210,210,MSN_210,Medium spiny neuron,NEUR,GABA,"Basal forebrain: 97.9%, Thalamus: 1.9%, Hippocampus: 0.2%","Human Pu: 80.1%, Human CaB: 12.7%, Human GPe: 4.5%","LINC02137, AL445584.2, AL450332.1, DDIT4L, PTPN7, LPL, AC092979.1, MME, PLEK, SLC25A24P1",10299,16327,-1.4541,-0.0029713,3.8138,0.6485
Cluster8,8,Mgl_8,Microglia,MGL,,"Hippocampus: 19.2%, Midbrain: 18.4%, Basal forebrain: 11.1%","Human SN: 8.2%, Human CBV: 4.6%, Human CA4C-DGC: 4.6%","CCDC26, LNCAROD, FYB1, CSF1R, APBB1IP, CX3CR1, SYK, AL392172.1, DOCK8, C3",7750,16327,-0.49139,-0.0031899,1.2031,0.65853
Cluster197,197,CA4_197,Hippocampal CA4,NEUR,VGLUT1,"Hippocampus: 99.7%, Midbrain: 0.3%, Cerebral cortex: 0.0%","Human DGR-CA4Rpy: 50.3%, Human CA3R: 19.4%, Human DGU-CA4Upy: 14.3%","MORC1, LINC02196, GUCA1C, ABCA13, LATS2, TSPAN18, HLX-AS1, WNK4, AC019127.1, MYPN",2367,16327,-1.8588,-0.00337,4.3259,0.66628
Cluster10,10,Mgl_10,Microglia,MGL,,"Basal forebrain: 27.7%, Midbrain: 22.1%, Cerebral cortex: 10.3%","Human GPi: 17.4%, Human SN: 9.3%, Human GPe: 7.9%","LNCAROD, APBB1IP, CX3CR1, FYB1, CSF1R, CD74, DOCK8, C3, SYK, PTPRC",16707,16327,-0.50898,-0.0033683,1.1605,0.66952
Cluster112,112,DLCT6b_112,Deep-layer corticothalamic and 6b,NEUR,VGLUT1,"Cerebral cortex: 65.2%, Hippocampus: 33.8%, Amygdala: 0.6%","Human MEC: 57.0%, Human Sub: 17.6%, Human CA1U-CA2U-CA3U: 9.7%","AC092131.1, LINC01720, AC004917.1, RXFP2, CCN4, AL137191.1, CPZ, AC073968.2, AL596257.1, ADAMTSL1",6334,16327,-2.5198,-0.0037913,5.3103,0.68243
Cluster126,126,ULIT_126,Upper-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 90.8%, Basal forebrain: 3.3%, Hypothalamus: 2.9%","Human FI: 8.2%, Human ACC: 7.9%, Human A25: 7.1%","LINC01090, ADAMTS9-AS1, AC117453.1, AJ009632.2, ADGRF5, AC110014.1, LINC00390, LINC02301, AC060765.1, LINC01478",36970,16327,-1.851,-0.0039763,3.7828,0.68768
Cluster316,316,LRL_316,Lower rhombic lip,NEUR,VGLUT1 VGLUT2,"Pons: 76.6%, Medulla: 22.0%, Midbrain: 0.6%","Human PnEN: 53.4%, Human MoAN: 10.7%, Human DTg: 8.7%","ADAMTS20, NTRK1, AL139351.3, INSRR, BARHL1, AC022239.1, AL359208.1, CDH23, IRX2, HOXD3",1939,16327,-1.5303,-0.0040972,3.0046,0.69473
Cluster35,35,OPC_35,Oligodendrocyte precursor,OPC,,"Cerebral cortex: 62.3%, Hippocampus: 21.4%, Basal forebrain: 6.5%","Human A35r: 17.0%, Human Sub: 9.1%, Human MTG: 8.0%","AC004852.2, PDGFRA, GPNMB, GPR17, AL512308.1, OLIG2, COL20A1, CSPG4, OLIG1, AC117464.1",23965,16327,-1.6561,-0.0040806,3.1927,0.69802
Cluster63,63,Astro_63,Astrocyte,ASTRO,,"Medulla: 38.6%, Spinal cord: 20.0%, Pons: 15.4%","Human SpC: 20.0%, Human MoAN: 19.7%, Human IO: 9.6%","LINC01094, CD44, GFAP, AC012405.1, APLNR, AL627316.1, ID3, AL096709.1, AC073941.1, AEBP1",11325,16327,-0.9711,-0.0040656,1.8581,0.69938
Cluster189,189,CA13_189,Hippocampal CA1-3,NEUR,VGLUT1,"Hippocampus: 73.4%, Amygdala: 24.4%, Hypothalamus: 0.9%","Human CA1: 38.1%, Human CA1U-CA2U-CA3U: 30.7%, Human CMN: 24.4%","ERG, AQP3, FZD7, AC068985.1, PTGFR, CCN1, CTXND1, CD24, LATS2, LINC00683",349,16327,-1.8663,-0.0040431,3.5194,0.70203
Cluster176,176,Misc_176,Miscellaneous,NEUR,VGLUT1 VGLUT2,"Hippocampus: 98.8%, Cerebral cortex: 1.0%, Thalamus: 0.2%","Human CA1U-CA2U-CA3U: 90.1%, Human CA1-2R: 4.3%, Human CA1: 2.7%","AC008662.1, AC097528.1, LINC01524, TMC1, AL391097.3, AC091096.1, AL391097.1, COBLL1, ABCA12, LINC02143",414,16327,-2.0105,-0.004104,3.7658,0.70329
Cluster33,33,OPC_33,Oligodendrocyte precursor,OPC,,"Pons: 23.8%, Midbrain: 22.9%, Thalamus: 19.2%","Human PnRF: 8.4%, Human CBV: 7.8%, Human SN-RN: 7.8%","BX284613.2, MROH9, FMO6P, PDGFRA, VCAN, FERMT1, AL512308.1, OLIG2, AC004852.2, COL9A1",48139,16327,-1.6922,-0.0043461,3.0734,0.70904
Cluster214,214,MSN_214,Medium spiny neuron,NEUR,GABA,"Basal forebrain: 61.9%, Amygdala: 15.7%, Cerebral cortex: 13.3%","Human SI: 37.9%, Human NAC: 15.7%, Human BNST: 14.8%","DRD3, AC010478.1, PDYN, AL020994.2, GPR101, AL359220.1, AC092604.1, MYO3A, DRD1, C6orf141",14016,16327,-2.7528,-0.0043894,4.9022,0.71279
Cluster183,183,CA13_183,Hippocampal CA1-3,NEUR,VGLUT1,"Hippocampus: 99.9%, Amygdala: 0.0%, Cerebral cortex: 0.0%","Human CA2U-CA3U: 27.5%, Human CA1R-CA2R-CA3R: 22.9%, Human CA1: 20.0%","ABCA13, FNDC1, AC116345.1, AL356417.2, CASC6, AC007877.1, AC090816.1, AL583785.1, ESRRAP2, AC004160.1",7853,16327,-2.3924,-0.0043027,4.2079,0.71517
Cluster399,399,Splat_399,Splatter,NEUR,VGLUT2,"Medulla: 99.3%, Pons: 0.5%, Cerebral cortex: 0.1%","Human MoAN: 42.7%, Human MoRF-MoEN: 36.3%, Human MoSR: 20.3%","PHOX2B-AS1, PHOX2B, TFAP2B, C5orf58, NPFF, LINC00682, HOXB3, LMX1B, DBH, RP1",1007,16327,-1.4025,-0.0045645,2.4529,0.71626
Cluster4,4,Mgl_4,Microglia,MGL,,"Spinal cord: 31.8%, Pons: 26.0%, Medulla: 13.2%","Human SpC: 31.8%, Human MN: 11.5%, Human PnEN: 11.4%","SRGN, RGS1, GPR183, CD69, HLA-DRA, OLR1, TNFRSF1B, IFI30, CXCR4, CD74",745,16327,-0.51424,-0.0045217,0.89078,0.71812
Cluster430,430,MSN_430,Medium spiny neuron,NEUR,GABA,"Amygdala: 87.9%, Hypothalamus: 6.5%, Thalamus: 3.4%","Human CEN: 41.5%, Human BM: 23.7%, Human BNST: 19.7%","FREM2, IQGAP2, P2RY1, PENK, TRHR, GABRG1, ANKRD34B, TMEM215, LINC01305, FREM2-AS1",2057,16327,-2.9624,-0.0047452,5.0879,0.71979
Cluster12,12,Mgl_12,Microglia,MAC,,"Basal forebrain: 29.4%, Cerebral cortex: 14.0%, Cerebellum: 12.2%","Human GPi: 11.5%, Human CbDN: 9.7%, Human SEP: 9.2%","MRC1, CD163, STAB1, MS4A6A, MS4A4A, F13A1, SIGLEC1, MS4A4E, FCGR2C, LILRB5",3344,16327,-0.52221,-0.0044961,0.87643,0.72435
Cluster66,66,Epen_66,Ependymal,CHRP EPEN,,"Medulla: 83.1%, Pons: 16.0%, Midbrain: 0.4%","Human MoAN: 42.7%, Human MoSR: 22.2%, Human MoRF-MoEN: 18.2%","DTHD1, ADGB, RASSF9, AC020718.1, CFAP157, AC013470.2, ODF3B, FAM183A, C11orf88, AC093689.1",445,16327,-0.69703,-0.0047231,1.1641,0.72533
Cluster34,34,OPC_34,Oligodendrocyte precursor,OPC,,"Hippocampus: 33.6%, Cerebral cortex: 30.9%, Amygdala: 16.5%","Human CA1: 11.7%, Human CEN: 8.5%, Human A35r: 6.4%","AC004852.2, AL512308.1, PDGFRA, BX284613.2, GPR17, VCAN, CSPG4, AC117464.1, OLIG2, FERMT1",31058,16327,-1.9627,-0.0048201,3.1879,0.73094
Cluster209,209,MSN_209,Medium spiny neuron,NEUR,GABA,"Basal forebrain: 96.3%, Thalamus: 2.9%, Amygdala: 0.6%","Human CaB: 77.9%, Human Pu: 8.2%, Human NAC: 5.1%","AL450332.1, AL139379.1, LINC02137, AC004551.1, AC015631.1, LINC02462, AL445584.2, LPL, PLEK, CA12",11410,16327,-2.0671,-0.0050091,3.0263,0.75271
Cluster402,402,Splat_402,Splatter,NEUR,GABA,"Midbrain: 58.2%, Hypothalamus: 41.6%, Amygdala: 0.1%","Human SN: 58.2%, Human HTHtub: 19.4%, Human HTHso-HTHtub: 19.2%","C14orf39, LMNTD1, AC004704.1, OTP, ISL1, P2RX2, LINC01920, FAM238B, AC010478.1, SLC10A4",1764,16327,-2.8184,-0.0055825,3.9353,0.76306
Cluster171,171,Amex_171,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Hippocampus: 93.7%, Amygdala: 5.7%, Cerebral cortex: 0.3%","Human CA1: 86.7%, Human Sub: 6.9%, Human CMN: 5.7%","SERPINB13, TGFBI, AOX1, AC116345.1, ABCA12, LINC01886, AC082650.2, AOX3P, AC068305.2, CRHR2",332,16327,-2.6699,-0.0056721,3.6817,0.76582
Cluster67,67,Epen_67,Ependymal,CHRP EPEN,,"Medulla: 52.7%, Spinal cord: 22.3%, Pons: 17.8%","Human SpC: 22.3%, Human MoRF-MoEN: 21.5%, Human MoAN: 18.7%","DTHD1, ADGB, RASSF9, CFAP157, AC013470.2, AC093689.1, AL672167.1, TTC29, LRRC77P, ODF3B",651,16327,-0.98487,-0.005743,1.3269,0.77102
Cluster418,418,Splat_418,Splatter,NEUR,HDC VGLUT2,"Hypothalamus: 99.3%, Midbrain: 0.5%, Thalamus: 0.1%","Human HTHso-HTHtub: 52.0%, Human HTHtub: 32.9%, Human HTHma-HTHtub: 10.3%","FEZF1, FEZF1-AS1, PGR, LINC00540, DGKK, ZCCHC12, PRLR, PGR-AS1, SYTL4, ANKRD34B",5390,16327,-2.9035,-0.0059037,3.805,0.77728
Cluster72,72,Epen_72,Ependymal,EPEN,,"Hippocampus: 53.2%, Amygdala: 20.2%, Basal forebrain: 7.9%","Human CA1: 38.5%, Human Sub: 11.1%, Human BNST: 7.2%","DTHD1, ADGB, AC020718.1, CFAP157, AL672167.1, AC093689.1, AC013470.2, LMNTD1, TTC29, CROCC2",1027,16327,-1.2837,-0.0060607,1.6335,0.78402
Cluster187,187,CA13_187,Hippocampal CA1-3,NEUR,VGLUT1,"Hippocampus: 92.4%, Amygdala: 6.4%, Cerebral cortex: 1.1%","Human CA1: 35.2%, Human CA1U-CA2U-CA3U: 17.6%, Human CA2U-CA3U: 13.3%","FNDC1, LINC00589, GABRQ, AC023781.1, AL356417.2, ITGA4, AC007877.1, ABCA13, AC010230.1, FEZF2",5797,16327,-3.8979,-0.0061865,4.9348,0.78519
Cluster68,68,Epen_68,Ependymal,CHRP EPEN,,"Medulla: 29.8%, Pons: 23.1%, Thalamus: 13.7%","Human MoRF-MoEN: 17.9%, Human PnEN: 12.2%, Human SEP: 11.5%","FAM183A, C11orf88, RASSF9, DTHD1, ODF3B, FOXJ1, CFAP157, ADGB, AC013470.2, CAPSL",459,16327,-0.8073,-0.0060573,1.0122,0.78744
Cluster25,25,Fbl_25,Fibroblast,FIB,,"Thalamus: 22.3%, Cerebral cortex: 20.0%, Pons: 15.0%","Human MN: 8.3%, Human A35r: 8.2%, Human CM-Pf: 6.6%","COL1A2, TBX18, CFH, IGF2, COL3A1, ITIH5, FLVCR2, FMO2, LINC02147, BMP5",709,16327,-1.325,-0.0064951,1.6,0.79619
Cluster97,97,DLCT6b_97,Deep-layer corticothalamic and 6b,NEUR,VGLUT1,"Cerebral cortex: 54.4%, Hippocampus: 42.5%, Amygdala: 2.1%","Human MEC: 52.6%, Human CA1: 22.6%, Human CA1U-CA2U-CA3U: 13.9%","LINC01194, GUCA1C, AC046195.2, AC023503.1, LINC02067, SLC15A5, ERG, AC092131.1, SCUBE1, IGFBP3",287,16327,-2.7819,-0.0062603,3.3215,0.79885
Cluster175,175,Amex_175,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 91.3%, Hippocampus: 7.3%, Amygdala: 1.2%","Human MEC: 82.6%, Human LEC: 8.2%, Human Sub: 6.4%","AL035446.2, LINC00383, AC009081.2, AL138694.1, AC116345.1, SMIM36, FBLN2, AC113137.1, AC009878.2, CARM1P1",8112,16327,-4.1461,-0.0067834,4.8902,0.80173
Cluster70,70,Epen_70,Ependymal,EPEN,,"Thalamus: 41.0%, Amygdala: 21.3%, Midbrain: 17.1%","Human MD: 22.3%, Human BNST: 21.0%, Human MD-Re: 7.1%","DTHD1, ADGB, AC020718.1, AL672167.1, AC013470.2, CFAP157, AC093689.1, CROCC2, RASSF9, TTC29",310,16327,-1.3431,-0.006786,1.5318,0.80969
Cluster5,5,Mgl_5,Microglia,MGL,,"Hippocampus: 40.4%, Medulla: 29.6%, Basal forebrain: 20.1%","Human MoAN: 26.6%, Human DGR-CA4Rpy: 25.2%, Human SEP: 18.8%","HLA-DRA, TTR, CD74, HLA-DRB1, SRGN, RGS1, HLA-DPA1, MS4A6A, HLA-DQA1, HLA-DRB5",777,16327,-0.86868,-0.0068051,0.96727,0.81542
Cluster69,69,Epen_69,Ependymal,EPEN,,"Hippocampus: 69.2%, Basal forebrain: 11.2%, Amygdala: 7.6%","Human CA1: 17.4%, Human CA1U-CA2U-CA3U: 16.7%, Human CA4C-DGC: 11.0%","DTHD1, CFAP157, RASSF9, ADGB, FAM183A, C11orf88, AC013470.2, AC020718.1, FOXJ1, AC093689.1",724,16327,-1.1268,-0.0069028,1.2537,0.81561
Cluster166,166,Misc_166,Miscellaneous,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 79.4%, Hippocampus: 16.1%, Amygdala: 3.1%","Human MEC: 71.3%, Human Sub: 14.9%, Human LEC: 7.8%","LINC02752, IFNG-AS1, SNHG31, LINC01297, BARX2, AC072062.1, AC104689.2, TMEM45B, AC116345.1, AL589693.1",944,16327,-3.8223,-0.0071688,4.1591,0.82095
Cluster71,71,Epen_71,Ependymal,EPEN,,"Basal forebrain: 41.0%, Hypothalamus: 26.7%, Thalamus: 14.5%","Human CaB: 20.4%, Human SEP: 17.0%, Human BNST: 12.2%","DTHD1, ADGB, AC013470.2, AL672167.1, CFAP157, AC093689.1, CROCC2, TTC29, RASSF9, LMNTD1",476,16327,-1.4357,-0.0072219,1.5386,0.82462
Cluster73,73,Epen_73,Ependymal,EPEN,,"Hippocampus: 85.9%, Amygdala: 8.2%, Basal forebrain: 1.9%","Human CA1: 69.3%, Human BL: 5.4%, Human DGU-CA4Upy: 3.0%","DTHD1, ADGB, AC020718.1, CFAP157, AL672167.1, RASSF9, AC093689.1, AC019330.1, AC013470.2, CROCC2",907,16327,-1.5237,-0.007495,1.5702,0.83407
Cluster161,161,Amex_161,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Amygdala: 66.2%, Cerebral cortex: 31.6%, Hippocampus: 1.3%","Human CMN: 57.7%, Human Pir: 21.2%, Human A35-A36: 10.4%","MEPE, P2RX2, OTOF, MOXD1, CARM1P1, TG, S100Z, MS4A8, LINC02338, CNGB1",7442,16327,-3.4762,-0.0071039,3.5143,0.83869
Cluster102,102,DLCT6b_102,Deep-layer corticothalamic and 6b,NEUR,VGLUT1,"Amygdala: 66.6%, Cerebral cortex: 28.9%, Hippocampus: 4.2%","Human La: 18.0%, Human BL: 17.0%, Human LEC: 16.4%","AC092131.1, LINC01194, CCN2, VWA2, AC064875.1, SLC15A5, HCP5, SNHG31, AC023669.2, AP003100.2",1920,16327,-4.471,-0.0077317,4.5132,0.83907
Cluster145,145,DLIT_145,Deep-layer intratelencephalic,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 65.1%, Hippocampus: 19.6%, Amygdala: 15.0%","Human MEC: 29.7%, Human LEC: 27.4%, Human Sub: 15.1%","AC079163.2, ONECUT1, AC016987.1, LINC02237, TWIST1, LINC01320, DCN, AGBL1, MYBPC1, CLEC19A",4953,16327,-4.5618,-0.007671,4.6015,0.83924
Cluster26,26,Fbl_26,Fibroblast,FIB,,"Thalamus: 20.7%, Basal forebrain: 15.4%, Pons: 13.1%","Human SEP: 6.0%, Human CBV: 5.7%, Human SN: 4.6%","COL1A2, TBX18, FMO2, IGF2, ITIH5, C7, FBLN1, FLVCR2, SLC6A20, COL15A1",1340,16327,-1.5312,-0.007631,1.5414,0.83972
Cluster174,174,Amex_174,Amygdala excitatory,NEUR,VGLUT1 VGLUT2,"Cerebral cortex: 84.3%, Amygdala: 10.2%, Hippocampus: 5.2%","Human LEC: 47.8%, Human Pir: 27.5%, Human Sub: 5.2%","AC116345.1, P2RX2, AL031073.2, MS4A8, TMEM108-AS1, AL136441.1, AL136985.3, LINC02248, CARM1P1, SEMA3D",10364,16327,-4.57,-0.007805,4.496,0.84529
Cluster30,30,Fbl_30,Fibroblast,CHRP,,"Cerebral cortex: 35.3%, Basal forebrain: 29.7%, Medulla: 10.6%","Human SEP: 29.0%, Human A35r: 21.2%, Human MN: 6.4%","CFH, SLC6A20, COL1A2, KDR, VIM, SLC5A5, COL3A1, SLC6A13, SLC16A12, SLC6A12",283,16327,-1.6561,-0.0078004,1.6069,0.84864
Cluster213,213,MSN_213,Medium spiny neuron,NEUR,GABA,"Basal forebrain: 75.5%, Cerebral cortex: 12.2%, Amygdala: 9.4%","Human SI: 30.9%, Human NAC: 26.6%, Human GPe: 14.4%","PENK, AC008786.1, GPR6, DRD3, DRD2, P2RY1, SCIN, AC092604.1, ENTHD1, AL020994.2",13450,16327,-4.9089,-0.0082134,4.731,0.85026
Cluster101,101,DLCT6b_101,Deep-layer corticothalamic and 6b,NEUR,VGLUT1,"Cerebral cortex: 65.6%, Hippocampus: 29.5%, Amygdala: 4.8%","Human MEC: 48.6%, Human Sub: 17.6%, Human LEC: 16.3%","AC092131.1, CCN2, AL596257.1, AC064875.1, KRT17, AC005482.1, SNHG31, AP003100.2, OLFML2B, AC022133.2",2972,16327,-3.4332,-0.0080031,3.3077,0.85035
